Date,QQQ,TLT,VGT,XLK
2010-12-01,41.64028263092041,63.36070755004883,47.615310497283936,18.401220922470092
2010-12-02,41.68062269210815,63.392385997772216,47.648082122802734,18.413857612609863
2010-12-03,41.721663322448734,63.42005317687988,47.68215406417847,18.426981849670412
2010-12-06,41.76300788879394,63.4533292388916,47.717093048095705,18.44026777267456
2010-12-07,41.80700736999512,63.475358963012695,47.755196495056154,18.454767417907714
2010-12-08,41.84992551803589,63.493679714202884,47.79329988479614,18.469275789260863
2010-12-09,41.893106327056884,63.511890697479245,47.83222690582275,18.484108400344848
2010-12-10,41.93716882705689,63.52671678543091,47.87258441925049,18.49930974006653
2010-12-13,41.97757047653198,63.54282739639282,47.90821697235108,18.513175230026246
2010-12-14,42.017801208496095,63.55482988357544,47.94363277435303,18.527325372695923
2010-12-15,42.05676271438599,63.563605575561525,47.977661514282225,18.541026706695558
2010-12-16,42.09691221237183,63.57292367935181,48.011473445892335,18.55452768325806
2010-12-17,42.13427032470703,63.591604957580564,48.043291339874266,18.56714232444763
2010-12-20,42.17141244888305,63.61146207809448,48.073721981048585,18.579353981018066
2010-12-21,42.2088724899292,63.633402557373046,48.10484634399414,18.591776218414306
2010-12-22,42.24463542938233,63.653867111206054,48.134028663635256,18.603469247817994
2010-12-23,42.27900033950806,63.67264616012573,48.16212484359741,18.614757556915283
2010-12-27,42.31345344543457,63.69237216949463,48.19087518692017,18.626331520080566
2010-12-28,42.34798957824707,63.70641672134399,48.22010065078735,18.63786343574524
2010-12-29,42.38174737930298,63.72329120635986,48.24789760589599,18.648913164138794
2010-12-30,42.414368782043454,63.738683757781985,48.27404567718506,18.659434156417845
2010-12-31,42.44541566848755,63.75845230102539,48.2992781829834,18.669710931777953
2011-01-03,42.48145391464234,63.77557893753052,48.329730377197265,18.68169066429138
2011-01-04,42.515443630218506,63.79274969100952,48.35827711105347,18.69339093208313
2011-01-05,42.550059947967526,63.804469966888426,48.386271686553954,18.7048139667511
2011-01-06,42.58646854400635,63.82283718109131,48.418528156280516,18.71729771614075
2011-01-07,42.622962398529054,63.84465524673462,48.4497403717041,18.729127502441408
2011-01-10,42.6601607131958,63.867329330444335,48.48204145431519,18.74148525238037
2011-01-11,42.69670848846435,63.88936965942383,48.514952125549314,18.753395290374755
2011-01-12,42.734315948486326,63.90812566757202,48.549091300964356,18.76584239959717
2011-01-13,42.77301305770874,63.927644939422606,48.584442710876466,18.778491382598876
2011-01-14,42.81355453491211,63.94590976715088,48.62249732971191,18.792245149612427
2011-01-18,42.852838592529295,63.96751064300537,48.65847846984863,18.805027170181276
2011-01-19,42.88865844726563,63.99084871292114,48.691234817504885,18.81694945335388
2011-01-20,42.92324451446533,64.00637386322022,48.72202547073364,18.828662881851198
2011-01-21,42.95546318054199,64.02415702819825,48.75115949630737,18.839599409103393
2011-01-24,42.98980007171631,64.04139715194702,48.782354011535645,18.85128137588501
2011-01-25,43.02431390762329,64.06000915527343,48.81294403076172,18.863252487182617
2011-01-26,43.05905632019043,64.07304756164551,48.84480304718018,18.875554485321047
2011-01-27,43.092765922546384,64.08947172164918,48.87350524902344,18.88684684753418
2011-01-28,43.11914999008179,64.10716527938843,48.89449712753296,18.895193309783934
2011-01-31,43.149333019256595,64.1204474067688,48.92052803039551,18.905492935180664
2011-02-01,43.18425752639771,64.13293998718262,48.952138919830325,18.917392988204956
2011-02-02,43.21769792556763,64.14446966171265,48.983018283844,18.92897089958191
2011-02-03,43.25035789489746,64.15112432479859,49.01324928283692,18.94050998687744
2011-02-04,43.28320360183716,64.15562036514282,49.0448376083374,18.95250250816345
2011-02-07,43.316320266723636,64.16267559051514,49.077042503356935,18.964784507751464
2011-02-08,43.35158477783203,64.16668184280395,49.11077146530151,18.9776389503479
2011-02-09,43.391070652008054,64.16916349411011,49.14904750823975,18.99219403266907
2011-02-10,43.43082101821899,64.1707287788391,49.185670433044436,19.005973539352418
2011-02-11,43.46866985321045,64.17529584884643,49.221217193603515,19.019353733062744
2011-02-14,43.511445446014406,64.1766844367981,49.2633150100708,19.03492510795593
2011-02-15,43.550864391326904,64.179790725708,49.30054931640625,19.04878920555115
2011-02-16,43.59848537445068,64.17660579681396,49.34759332656861,19.066024990081786
2011-02-17,43.647107410430905,64.17211135864258,49.39689487457275,19.083871183395384
2011-02-18,43.7021710395813,64.15732303619384,49.45469165802002,19.104351043701172
2011-02-22,43.75482187271118,64.15089811325073,49.50932056427002,19.12411277770996
2011-02-23,43.795129718780515,64.15196325302124,49.548710346221924,19.13854959487915
2011-02-24,43.83697277069092,64.15573261260987,49.59018821716309,19.153963451385497
2011-02-25,43.87836488723755,64.16359045028686,49.62986923217773,19.168337621688842
2011-02-28,43.92363775253296,64.16987804412842,49.672889156341554,19.184541044235228
2011-03-01,43.96883382797241,64.17182661056519,49.71613920211792,19.200438413619995
2011-03-02,44.01469379425049,64.17016666412354,49.7603950881958,19.21654543876648
2011-03-03,44.06834703445435,64.16085548400879,49.813349952697756,19.23575222969055
2011-03-04,44.12229459762573,64.15301397323609,49.866165199279784,19.254787635803222
2011-03-07,44.180264930725095,64.13668310165406,49.92311670303345,19.275267753601074
2011-03-08,44.23711093902588,64.11819408416748,49.97973346710205,19.296000757217406
2011-03-09,44.29302843093872,64.10370653152467,50.03555658340454,19.316688461303713
2011-03-10,44.344863395690915,64.09274131774902,50.085970401763916,19.33561131477356
2011-03-11,44.40041307449341,64.08094472885132,50.13964532852173,19.35579538345337
2011-03-14,44.44781078338623,64.07621395111084,50.183688716888426,19.372568483352662
2011-03-15,44.49287139892578,64.07463481903076,50.226105823516846,19.388514070510865
2011-03-16,44.533877029418946,64.0743699836731,50.26518859863281,19.40277021408081
2011-03-17,44.57241786956787,64.07468227386475,50.30085975646973,19.41614580154419
2011-03-18,44.60850130081177,64.07809658050537,50.334237022399904,19.428810358047485
2011-03-21,44.656171016693115,64.07138292312622,50.38112661361694,19.446080598831177
2011-03-22,44.70697257995605,64.0632742881775,50.43191337585449,19.46444324493408
2011-03-23,44.75948585510254,64.05635208129883,50.484183368682864,19.483219347000123
2011-03-24,44.81796403884888,64.04745063781738,50.542460708618165,19.504086236953736
2011-03-25,44.87161346435547,64.04345027923584,50.59580160140991,19.523132123947143
2011-03-28,44.92202684402466,64.03593185424805,50.64505954742432,19.541160936355592
2011-03-29,44.97490226745605,64.02766355514527,50.696668815612796,19.56009210586548
2011-03-30,45.02365142822266,64.02312686920166,50.742388496398924,19.577164545059205
2011-03-31,45.07192485809326,64.01617515563964,50.787500324249265,19.59378812789917
2011-04-01,45.11967695236206,64.00815870285034,50.831046657562254,19.609881744384765
2011-04-04,45.166423320770264,64.00099546432494,50.87306869506836,19.625609359741212
2011-04-05,45.21425546646118,63.99349962234497,50.917129020690915,19.641823472976686
2011-04-06,45.264274253845215,63.977621479034426,50.965709075927734,19.659591970443724
2011-04-07,45.314946250915526,63.95896987915039,51.014981231689454,19.67756434440613
2011-04-08,45.36748552322388,63.940620498657225,51.06697525024414,19.69671019554138
2011-04-11,45.41915014266968,63.92124418258667,51.117967739105225,19.71577286720276
2011-04-12,45.46979921340942,63.90210529327393,51.1661700630188,19.73380928993225
2011-04-13,45.5301668548584,63.881346187591554,51.225568523406984,19.755758619308473
2011-04-14,45.59298053741455,63.85814950942993,51.2873904800415,19.778804454803467
2011-04-15,45.65587930679321,63.83858839035034,51.34946840286255,19.80197012901306
2011-04-18,45.71754364013672,63.82236330032349,51.40949424743653,19.824312114715575
2011-04-19,45.780178718566894,63.804781455993655,51.46961311340332,19.846128206253052
2011-04-20,45.842496185302736,63.78905569076538,51.528427619934085,19.867479391098023
2011-04-21,45.905787048339846,63.775141105651855,51.588513469696046,19.889247398376465
2011-04-25,45.96790121078491,63.76425155639649,51.64786699295044,19.910650024414064
2011-04-26,46.03089807510376,63.75650793075562,51.707882957458494,19.932550411224366
2011-04-27,46.0931178855896,63.74830905914307,51.76547943115234,19.953847408294678
2011-04-28,46.15393648147583,63.739273109436034,51.8213422203064,19.974656620025634
2011-04-29,46.21436025619507,63.727992095947265,51.87838127136231,19.995098762512207
2011-05-02,46.27980945587158,63.71562391281128,51.940568141937256,20.017693099975585
2011-05-03,46.342365741729736,63.707053394317626,51.99875825881958,20.03947403907776
2011-05-04,46.4021653175354,63.69940948486328,52.0543860244751,20.060356369018553
2011-05-05,46.46326852798462,63.68927085876465,52.11230415344238,20.081720933914184
2011-05-06,46.52026651382446,63.68155263900757,52.16511423110962,20.100931243896483
2011-05-09,46.576963863372804,63.67697437286377,52.217021007537845,20.119983520507812
2011-05-10,46.634198627471925,63.6706600189209,52.26967956542969,20.139453048706056
2011-05-11,46.68962984085083,63.66928245544434,52.3197665977478,20.157691612243653
2011-05-12,46.74821790695191,63.66484575271606,52.374328956604,20.177484884262086
2011-05-13,46.80521436691284,63.66336734771728,52.42787481307983,20.196734952926636
2011-05-16,46.857332191467286,63.658668746948244,52.477709217071535,20.214788694381713
2011-05-17,46.90639335632324,63.66185165405273,52.52225032806396,20.23097081184387
2011-05-18,46.95843975067139,63.658868865966795,52.570665187835694,20.24842246055603
2011-05-19,47.00917860031128,63.65822849273682,52.61752197265625,20.26534731864929
2011-05-20,47.058463668823244,63.656257247924806,52.66389181137085,20.282062301635744
2011-05-23,47.10431686401367,63.652313499450685,52.706290283203124,20.297499856948853
2011-05-24,47.14723173141479,63.650787620544435,52.745862617492676,20.31199821472168
2011-05-25,47.19290672302246,63.64706230163574,52.790255832672116,20.327761268615724
2011-05-26,47.24567390441894,63.64172889709473,52.842809734344485,20.346379861831664
2011-05-27,47.301290359497074,63.63707576751709,52.90066114425659,20.36675365447998
2011-05-31,47.36239557266235,63.62905616760254,52.9641286277771,20.38901460647583
2011-06-01,47.417566242218015,63.61708957672119,53.02040700912475,20.408851261138917
2011-06-02,47.4707723236084,63.60079578399658,53.07404235839844,20.4278343296051
2011-06-03,47.5194095993042,63.585447273254395,53.122625255584715,20.44472543716431
2011-06-06,47.56904088973999,63.56231956481933,53.17171499252319,20.46189314842224
2011-06-07,47.617970066070555,63.54106948852539,53.220367698669435,20.47893536567688
2011-06-08,47.66706415176392,63.52228748321533,53.26861520767212,20.496051645278932
2011-06-09,47.72022706985474,63.49664627075195,53.320810089111326,20.5144300365448
2011-06-10,47.767815608978275,63.47464607238769,53.367693729400635,20.530840282440185
2011-06-13,47.81772155761719,63.44769855499268,53.41617820739746,20.54818723678589
2011-06-14,47.86838834762573,63.42582611083984,53.46537817001343,20.565791721343995
2011-06-15,47.91644906997681,63.403212890625,53.51268642425537,20.58260277748108
2011-06-16,47.96424224853516,63.378206939697264,53.55994220733643,20.59945194244385
2011-06-17,48.00560651779175,63.35896419525147,53.60038814544678,20.61405385017395
2011-06-20,48.04601865768433,63.343788375854494,53.63953922271728,20.62825427055359
2011-06-21,48.088263969421384,63.33141040802002,53.68045597076416,20.642969160079957
2011-06-22,48.130101947784425,63.312303886413574,53.72170892715454,20.65767333984375
2011-06-23,48.17178285598755,63.29844333648682,53.7647550201416,20.672591094970702
2011-06-24,48.208445625305174,63.28996543884277,53.80300703048706,20.68548945426941
2011-06-27,48.248199462890625,63.27853164672852,53.84474674224853,20.699709587097168
2011-06-28,48.28872514724731,63.2628621673584,53.8852507019043,20.713622722625733
2011-06-29,48.32939016342163,63.2418275642395,53.92650257110596,20.727995338439943
2011-06-30,48.37204900741577,63.22532133102417,53.97055154800415,20.743119468688963
2011-07-01,48.417667331695554,63.211608963012694,54.017574348449706,20.759448642730714
2011-07-05,48.463853969573975,63.19726829528808,54.06425403594971,20.775448818206787
2011-07-06,48.507196559906006,63.18262523651123,54.10833932876587,20.790596866607665
2011-07-07,48.55410894393921,63.16239053726196,54.15691272735596,20.807229385375976
2011-07-08,48.60088596343994,63.14362340927124,54.205261306762694,20.82377431869507
2011-07-11,48.64303447723389,63.128722248077395,54.24828950881958,20.83862524986267
2011-07-12,48.67890514373779,63.11954927444458,54.28310707092285,20.850729942321777
2011-07-13,48.71701686859131,63.10540647506714,54.318795413970946,20.863041496276857
2011-07-14,48.75226333618164,63.08419870376587,54.351303558349606,20.87432230949402
2011-07-15,48.79120994567871,63.06497182846069,54.3870396232605,20.886963233947753
2011-07-18,48.829754486083985,63.04282148361206,54.42228912353516,20.89960006713867
2011-07-19,48.87433565139771,63.029048900604245,54.46503833770752,20.914755754470825
2011-07-20,48.9201376914978,63.0104930305481,54.50925367355347,20.930356969833372
2011-07-21,48.96248714447022,62.991496028900144,54.549487266540524,20.94461609840393
2011-07-22,49.009409503936766,62.970640659332275,54.594986000061034,20.960273923873903
2011-07-25,49.055014247894285,62.94911447525024,54.639092979431155,20.975642795562745
2011-07-26,49.099790000915526,62.93130033493042,54.682468242645264,20.990976247787476
2011-07-27,49.13769079208374,62.91345476150513,54.71686269760132,21.003215112686156
2011-07-28,49.17454212188721,62.900209217071534,54.74943628311157,21.014717168807984
2011-07-29,49.20875925064087,62.89392854690552,54.777183837890625,21.024576396942138
2011-08-01,49.242224578857424,62.89605115890503,54.804016036987306,21.034312267303466
2011-08-02,49.2645658493042,62.91230909347534,54.82036567687988,21.04018533706665
2011-08-03,49.29011974334717,62.926589031219486,54.83964101791382,21.046478424072266
2011-08-04,49.306142044067386,62.95117742538452,54.85012882232666,21.050275106430053
2011-08-05,49.319044303894046,62.96470602035522,54.856484718322754,21.052635812759398
2011-08-08,49.317228393554686,62.99318910598755,54.84688373565674,21.049258852005003
2011-08-09,49.32463249206543,63.02052923202515,54.84640668869019,21.04993095397949
2011-08-10,49.32137702941895,63.057629871368405,54.83499252319336,21.046436443328858
2011-08-11,49.32738035202026,63.08117891311645,54.83404432296753,21.046329936981202
2011-08-12,49.33475406646728,63.11458707809448,54.83358486175537,21.04663947105408
2011-08-15,49.345127487182616,63.14347036361694,54.83805177688598,21.048724241256714
2011-08-16,49.353999366760256,63.17518507003784,54.8390326499939,21.04990255355835
2011-08-17,49.361285572052005,63.21464357376099,54.83748636245728,21.05054510116577
2011-08-18,49.35452627182007,63.25733945846557,54.81951610565186,21.045335969924928
2011-08-19,49.34266046524048,63.30984331130981,54.79374979019165,21.037243242263795
2011-08-22,49.32873924255371,63.35885995864868,54.76517374038696,21.02813500404358
2011-08-23,49.32394115447998,63.408302783966064,54.74619180679321,21.02253505706787
2011-08-24,49.320643253326416,63.44572137832642,54.72843355178833,21.017720413208007
2011-08-25,49.31482610702515,63.49419435501099,54.708312606811525,21.011787996292114
2011-08-26,49.31355514526367,63.54584400177002,54.69273170471192,21.007672910690307
2011-08-29,49.32029710769653,63.592557468414306,54.689116973876956,21.00758667945862
2011-08-30,49.33243856430054,63.64683193206787,54.68997171401978,21.00934250831604
2011-08-31,49.34585325241089,63.701977519989015,54.6919104385376,21.01113646507263
2011-09-01,49.360833377838134,63.7571678352356,54.69504428863525,21.013612470626832
2011-09-02,49.369514503479,63.826177787780765,54.69163799285889,21.013776998519898
2011-09-06,49.37460229873657,63.89789449691772,54.682415351867675,21.011853981018067
2011-09-07,49.385464649200436,63.960267276763915,54.679433059692386,21.012163515090943
2011-09-08,49.39329685211182,64.02470125198364,54.67332130432129,21.011405897140502
2011-09-09,49.39947746276855,64.09164819717407,54.6650085067749,21.010012836456298
2011-09-12,49.40405347824097,64.16473249435425,54.655283527374266,21.008142375946044
2011-09-13,49.41333665847778,64.22791255950928,54.65000078201294,21.00840792655945
2011-09-14,49.42623281478882,64.29160102844239,54.65085607528687,21.010404720306397
2011-09-15,49.445547904968265,64.34770957946778,54.65932250976562,21.014991636276246
2011-09-16,49.46231176376343,64.41378261566162,54.66402896881104,21.01863154411316
2011-09-19,49.47679727554321,64.48798069000244,54.66509267807007,21.020838613510133
2011-09-20,49.48956531524658,64.56629358291626,54.66354639053345,21.022551975250245
2011-09-21,49.49809377670288,64.65314115524292,54.65803447723388,21.022731981277467
2011-09-22,49.498542881011964,64.76200693130494,54.64354085922241,21.019639911651613
2011-09-23,49.50063232421875,64.86606769561767,54.63001905441284,21.016809244155883
2011-09-26,49.50528430938721,64.96199182510377,54.61963729858398,21.015140113830565
2011-09-27,49.510875415802005,65.05359094619752,54.6109659576416,21.0142656993866
2011-09-28,49.513678531646725,65.14389739990234,54.59871313095093,21.012145023345948
2011-09-29,49.51317335128784,65.24145929336548,54.586022491455076,21.009653759002685
2011-09-30,49.507582397460936,65.35308162689209,54.567525215148926,21.005042915344237
2011-10-03,49.49418985366821,65.47396209716797,54.54144622802735,20.99807229042053
2011-10-04,49.48522285461426,65.5839571762085,54.52099760055542,20.992844562530518
2011-10-05,49.48199691772461,65.69127307891846,54.506651649475096,20.98956545829773
2011-10-06,49.481295909881595,65.78878213882446,54.495367279052736,20.987163553237917
2011-10-07,49.47904914855957,65.88549514770507,54.48224281311035,20.984511613845825
2011-10-10,49.48567420959473,65.97712530136108,54.47814422607422,20.98500880241394
2011-10-11,49.49384544372558,66.06467966079713,54.47496122360229,20.985756998062133
2011-10-12,49.50369215011597,66.15252132415772,54.474307231903076,20.987083978652954
2011-10-13,49.51530782699585,66.23912334442139,54.475920581817626,20.98936641693115
2011-10-14,49.53217498779297,66.32021240234376,54.483420295715334,20.993759632110596
2011-10-17,49.54594648361206,66.4046236038208,54.48647249221802,20.996576623916624
2011-10-18,49.55912042617798,66.4889262008667,54.489611854553225,20.99919934272766
2011-10-19,49.56752449035645,66.57272762298584,54.48594924926758,20.99934016227722
2011-10-20,49.572628326416016,66.66055374145508,54.47932159423828,20.998410367965697
2011-10-21,49.580076713562015,66.74291553497315,54.47408929824829,20.998191986083985
2011-10-24,49.59299919128418,66.8243030166626,54.47557180404663,21.000123071670533
2011-10-25,49.59992162704468,66.91388162612915,54.47108064651489,21.00027304649353
2011-10-26,49.60618370056152,66.99824220657348,54.46759239196777,21.001042785644533
2011-10-27,49.617665729522706,67.07175594329834,54.47068815231323,21.004019575119017
2011-10-28,49.629457302093506,67.1465179824829,54.47500482559204,21.00745129585266
2011-10-31,49.63503314971924,67.23835014343261,54.47134220123291,21.00799271583557
2011-11-01,49.63323902130127,67.34487211227417,54.458392238616945,21.005427360534668
2011-11-02,49.636418685913085,67.44409828186035,54.451415824890134,21.00492533683777
2011-11-03,49.646565227508546,67.54198003768921,54.45411922454834,21.00752498626709
2011-11-04,49.65727537155151,67.63795530319214,54.45743301391602,21.010076274871825
2011-11-07,49.66641456604004,67.73633512496949,54.457869091033935,21.011815357208253
2011-11-08,49.67816087722778,67.82668840408326,54.461357269287106,21.014305877685548
2011-11-09,49.67944969177246,67.92991060256958,54.45228778839111,21.012369022369384
2011-11-10,49.67906909942627,68.02573945999146,54.44212827682495,21.010394897460937
2011-11-11,49.68978036880493,68.11754322052002,54.44430849075317,21.012951316833497
2011-11-14,49.69771646499634,68.21804403305053,54.44269527435303,21.01402317047119
2011-11-15,49.70386764526367,68.3194931602478,54.43964319229126,21.014742307662964
2011-11-16,49.70617511749268,68.4245442199707,54.43131502151489,21.013640298843384
2011-11-17,49.70212671279907,68.53534704208374,54.41649005889892,21.010302267074586
2011-11-18,49.69477439880371,68.64907423019409,54.39756650924683,21.00539728164673
2011-11-21,49.68155590057373,68.76370582580566,54.37184076309204,20.998136072158815
2011-11-22,49.66746353149414,68.88565900802612,54.343934841156006,20.9902583026886
2011-11-23,49.648379211425784,69.00913068771362,54.31022985458374,20.980140438079832
2011-11-25,49.62708930969238,69.12992549896241,54.27604522705078,20.9699755859375
2011-11-28,49.61207969665527,69.24629028320312,54.24927307128906,20.96251093864441
2011-11-29,49.59495403289795,69.35906150817871,54.22001556396484,20.954343557357788
2011-11-30,49.58705480575561,69.46409114837647,54.20279239654541,20.950522947311402
2011-12-01,49.57920902252197,69.56805728912353,54.18474090576172,20.946667785644532
2011-12-02,49.57074443817139,69.67719421386718,54.16620975494385,20.9425248336792
2011-12-05,49.565588321685794,69.78643795013427,54.151384868621825,20.939747619628907
2011-12-06,49.56719104766846,69.88734052658081,54.144495677948,20.939633769989015
2011-12-07,49.57085763931274,69.98858900070191,54.14183582305908,20.940914640426637
2011-12-08,49.56896789550781,70.09296003341674,54.132853527069095,20.940127601623534
2011-12-09,49.567583026885984,70.1871144104004,54.125135860443116,20.93964582443237
2011-12-12,49.562845287323,70.28533758163452,54.11318868637085,20.937345695495605
2011-12-13,49.559453830718994,70.38645044326782,54.10307291030884,20.936140899658202
2011-12-14,49.55090356826782,70.50003503799438,54.08676549911499,20.932664270401002
2011-12-15,49.53672878265381,70.61504299163818,54.064571647644044,20.927217769622803
2011-12-16,49.525115699768065,70.73239419937134,54.044819564819335,20.922919082641602
2011-12-19,49.51453639984131,70.85700830459595,54.026157512664795,20.919014863967895
2011-12-20,49.510077152252194,70.97283796310425,54.01355619430542,20.917122621536254
2011-12-21,49.503787689208984,71.07998985290527,53.997882804870606,20.91393298149109
2011-12-22,49.503487815856936,71.18378789901733,53.991436042785644,20.91395854949951
2011-12-23,49.50377676010132,71.2847501373291,53.985749893188476,20.914614839553835
2011-12-27,49.50587030410767,71.38777704238892,53.982074184417726,20.915929441452025
